claim_id,date_claimed,actor,country,actor_category,claim_verbatim,topic_tag,platform,post_url,archived_url,verdict,verdict_source,source_url,source_date,views,reposts,likes,platform_corrected,claim_status,electoral_political_impact,notes
UK::C0148,2024-02-23,Reform UK (Anderson),United Kingdom,Primary,"I don't actually believe that the Islamists have got control of our country, but what I do believe is they've got control of Khan and they've got control of London, and they've got control of Starmer as well.",islam/race,TV (GB News),(Statement made during GB News discussion on 23 February 2024 — reported by BBC 24 February 2024),,"PM Downing Street said comments were ""unacceptable"" because they conflated ""all Muslims with Islamist extremism""; Metropolitan Police assessed a hate speech report; characterised as Islamophobic by multiple parties and commentators",BBC,https://www.bbc.com/news/uk-politics-68392621,2024-02-24,,,,No,documented-no-formal-check,Jan 2025 grooming-gangs episode: Musk net favourability fell to -35 but Reform polling held at record highs (More in Common; YouGov Jan 2025).,Anderson lost Conservative whip 24 February 2024 after refusing to apologise; joined Reform UK 11 March 2024 as its first MP. Met Police assessed a hate speech report (BBC 29 Feb 2024: https://www.bbc.com/news/uk-england-nottinghamshire-68433463). LEGAL REVIEW NEEDED — named individual (Sadiq Khan)
UK::C0149,2024-02-26,Musk,United Kingdom,Primary,"Dems won't deport, because every illegal is a highly likely vote at some point. That simple incentive explains what seems to be insane behavior. It has become so brazen that a gang of illegals can beat up police officers on camera in Times Square, get out of jail for free and still not get deported!",elections,X,https://x.com/elonmusk/status/1762223117806739859,http://web.archive.org/web/20241129114942/https://x.com/elonmusk/status/1762209574538141876,False — noncitizens cannot legally vote in federal elections; it takes years to gain citizenship; no evidence Democrats use this as electoral strategy,CCDH citing Poynter and PolitiFact / PolitiFact,https://www.politifact.com/factchecks/2024/mar/06/elon-musk/fact-check-elon-musks-claim-that-democrats-are-avo/,2024-03-06,40600000,14000,160000,No,fact-checked,"Musk amplification effect: on days Musk engaged Farage's posts his daily audience tripled; Robinson's views doubled (AP, Aug 2025). Reform's 5 MPs drew ~50% of all UK MP engagement on X (Byline Times, Feb 2025).",LEGAL REVIEW NEEDED — named individual (Biden/Democrats). PolitiFact verdict: False. Also in CCDH 50-post dataset. | Also: https://counterhate.com/research/musk-misleading-election-claims-viewed-1-2bn-times-on-x-with-no-fact-checks/
UK::C0150,2024-03-01,Reform UK (Anderson),United Kingdom,Primary,[When challenged] the phrasing was clumsy [but I stand by the substance],islam/race,TV (GB News — various follow-up appearances),(Anderson various media appearances 24 Feb–11 March 2024 refusing to apologise),,Anderson explicitly doubled down — said he should not apologise because when you think you are right you should never apologise,BBC,https://www.bbc.com/news/uk-politics-68415792,2024-02-27,,,,No,documented-no-formal-check,,BBC 27 Feb: PM confirmed comments 'wrong and unacceptable'. Multiple Labour and cross-party condemnations. Pattern: Anderson used GB News platform to make Islamophobic claim and refused to retract
UK::C0151,2024-03-01,Paul Golding / Britain First (amplifier),United Kingdom,Amplifier / network,"[Britain First regained X account after Musk's reinstatement policy; Paul Golding rose to 170,000 followers; Ashlea Simon to 79,000; official Britain First account to 67,000]",extremism / reach,X (Twitter),,,Hope Not Hate documents post-Musk reinstatement growth as Britain First exploitation of restored platform access; group characterised as 'main far-right electoral threat' despite poor electoral performance,Hope Not Hate,https://hopenothate.org.uk/wp-content/uploads/2024/03/state-of-hate-2024-v15.pdf,2024-03-01,,,,,documented-no-formal-check,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.","State of Hate 2024 'Back with a Vengeance' section. Paul Golding: 170,000 X followers. Ashlea Simon: 79,000. Britain First account: 67,000. At peak, Britain First Facebook page had 1.9 million likes. Britain First re-registered as political party in 2021; had 123 anti-migrant demonstrations and 158 visits to migrant accommodation in 2023."
UK::C0152,2024-03-07,Musk,United Kingdom,Primary,"""Most Americans are still unaware that the census counts ALL people, including illegal immigrants, for deciding how many House seats each state gets! This results in Dem states getting roughly 20 more House seats.""",census-apportionment,X,https://x.com/elonmusk/status/1765771338457719262,http://web.archive.org/web/20251229085742/https://x.com/elonmusk/status/1765771338457719262,Overstated — FactCheck.org says real impact amounts to redistribution of ~3 seats not 20,CCDH citing FactCheck.org (27 Mar 2024) and Pew Research Center / CCDH citing FactCheck.org and Pew Research Center,https://counterhate.com/research/musk-misleading-election-claims-viewed-1-2bn-times-on-x-with-no-fact-checks/,2024-08-08,42700000,,,No — zero Community Notes displayed,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim. Musk amplification effect: on days Musk engaged Farage's posts his daily audience tripled; Robinson's views doubled (AP, Aug 2025). Reform's 5 MPs drew ~50% of all UK MP engagement on X (Byline Times, Feb 2025).",Part of 50-post cluster Jan–Jul 2024 totalling ~1.2 billion views
UK::C0153,2024-03-28,Musk,United Kingdom,Primary,The Dem Party goal is to import voters,elections,X,https://x.com/elonmusk/status/1773321781140488428,http://web.archive.org/web/20251229085747/https://x.com/elonmusk/status/1773321781140488428,False — noncitizens cannot vote; no evidence of deliberate voter importation strategy,CCDH / PolitiFact / CCDH / PolitiFact / CCDH citing Poynter (8 Feb 2024) and PolitiFact (6 Mar 2024),https://counterhate.com/research/musk-misleading-election-claims-viewed-1-2bn-times-on-x-w,2024-08-08,51400000,,,No,fact-checked,"Musk amplification effect: on days Musk engaged Farage's posts his daily audience tripled; Robinson's views doubled (AP, Aug 2025). Reform's 5 MPs drew ~50% of all UK MP engagement on X (Byline Times, Feb 2025).",CCDH cited 42 variants of this claim totalling 747m views; zero Community Notes across all 42. PolitiFact: False. | Also checked: https://counterhate.com/research/musk-misleading-election-claims-viewed-1-2bn-times-on-x-with-no-fact-checks/
UK::C0154,2024-04-03,Reform UK (candidate),United Kingdom,Primary,Muslims 'never coexist with others' and should face deportation [2019 tweet]; Africans possess IQs 'among the lowest in the world' [2019 tweet],race/islam,X (Twitter),(Tweets by Jonathan Kay Reform UK candidate South Ribble — 2019 posts documented by Hope Not Hate April 2024),,Documented as racist and Islamophobic; Reform UK withdrew Kay as candidate after exposure,Hope Not Hate / Guardian,https://www.theguardian.com/uk-news/2024/apr/03/reform-uk-drops-two-more-election-candidates-over-racist-comments,2024-04-03,,,,No,documented-no-formal-check,,Exposed by Hope Not Hate; reported by Guardian 3 April 2024. Part of pattern: Reform had already withdrawn 7 candidates by this date over offensive social media posts. Not a formal fact-check verdict — documented evidence of racist posts
UK::C0155,2024-04-03,Reform UK (candidate),United Kingdom,Primary,The only solution is to remove the Muslims from our territory [2023 tweet]; Ashkenazi Jews were 'a problem' and had 'caused the world massive misery' [2019 tweet],race/islam,X (Twitter),(Tweets by Mick Greenhough Reform UK Orpington candidate — posts from 2019 and 2023 documented by Hope Not Hate April 2024),,Documented as antisemitic and anti-Muslim; Reform UK withdrew Greenhough as candidate,Hope Not Hate / Guardian,https://www.theguardian.com/uk-news/2024/apr/03/reform-uk-drops-two-more-election-candidates-over-racist-comments,2024-04-03,,,,No,documented-no-formal-check,,Exposed by Hope Not Hate; reported by Guardian 3 April 2024. Greenhough described as 'wildly unsuitable for public office' by Hope Not Hate
UK::C0156,2024-04-07,Musk,United Kingdom,Primary,"Most Americans are still unaware that the census counts ALL people, including illegal immigrants, for deciding how many House seats each state gets! This results in Dem states getting roughly 20 more House seats, which is another strong incentive for them not to deport illegals.",elections,X,https://x.com/elonmusk/status/1765771338457719262,http://web.archive.org/web/20251229085742/https://x.com/elonmusk/status/1765771338457719262,Overstated/False — Pew Research found the effect redistributes approximately 3 seats not 20; FactCheck.org concurs,CCDH,https://counterhate.com/research/musk-misleading-election-claims-viewed-1-2bn-times-on-x-w,2024-08-08,42700000,,,No,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim. Musk amplification effect: on days Musk engaged Farage's posts his daily audience tripled; Robinson's views doubled (AP, Aug 2025). Reform's 5 MPs drew ~50% of all UK MP engagement on X (Byline Times, Feb 2025).",Part of CCDH 50-post dataset. Zero Community Notes.
UK::C0157,2024-04-24,Reform UK (Habib),United Kingdom,Primary,[If migrants scupper their dinghy and refuse rescue] they have to suffer the consequences of their actions [When asked 'would you leave them to drown?'] Absolutely. They cannot be infantilised to the point that we become hostage to fortune.,immigration,TV (Talk TV),https://www.talkradio.co.uk/ (TalkTV interview with Julia Hartley-Brewer April 24 2024),,Widely condemned as incompatible with UK and international maritime rescue obligations; even the interviewer called it 'not a policy that a civilised country should endorse'; Reform UK said the view was 'ridiculous' as party policy,BBC / Independent,https://www.bbc.com/news/uk-northern-ireland-politics-68907323,2024-04-27,,,,No,documented-no-formal-check,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.",BBC reported TUV distanced itself from comments. Independent reported 24 April. Habib later claimed taken out of context; retracted. Wikipedia: 'Habib suggested migrants crossing the English Channel should be left to drown'. LEGAL REVIEW NEEDED — implication re state duty to rescue
UK::C0158,2024-05-02,Musk,United Kingdom,Primary,[Reinstated white nationalist Nick Fuentes on X after he had praised Adolf Hitler and said Jews run the news],race,X,,,Documented — ADL condemned the decision; Nick Fuentes subsequently amassed over 1 million followers,Business Insider / Wikipedia / ADL,https://www.businessinsider.com/elon-musk-white-supremacist-nick-fuentes-back-on-x-again-2024-5,2024-05-04,,,,No,documented-no-formal-check,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation. Musk amplification: on days he engaged Farage, Farage's daily audience tripled and Robinson's views doubled (AP, Aug 2025); Reform's 5 MPs drew ~50% of UK MP engagement on X (Byline Times, Feb 2025).",Musk stated: it is better to have anti whatever out in the open. ADL condemned. Fuentes had previously been banned for praising Hitler and the Unabomber.
UK::C0159,2024-05-26,Reform UK,United Kingdom,Primary,"The army has shrunk from 100,000 to 75,000 in 14 years.",other,TV,"https://news.sky.com/ (Sky News interview, 26 May 2024, discussing Conservatives' national service plans)",,"This actually slightly understates the fall. The number fell from about 109,000 in 2010 to about 75,000 in 2023.",000 in 2010 to about 75 / Full Fact,https://fullfact.org/election-2024/defence-claims-roundup/,2024-07-03,https://fullfact.org/election-2024/defence-claims-roundup/,2024-07-03,,Unknown,fact-checked,,Checked as part of defence claims election round-up | Also: 000 in 2023
UK::C0160,2024-05-29,Farage,United Kingdom,Primary,"We have a growing number of young people in this country who do not subscribe to British values, who in fact loathe much of what we stand for. [Asked: Are you talking about Muslims?] We are.",immigration/race,TV (Sky News interview),,https://web.archive.org/web/20240924000000*/https://hopenothate.org.uk/2024/09/24/everything-you-need-to-know-farage/,,Hope Not Hate; Middle East Eye,https://hopenothate.org.uk/2024/09/24/everything-you-need-to-know-farage/,2024-09-24,,,,,documented-no-formal-check,,"Sky News interview during 2024 general election campaign (date approximate, late May 2024 per Hope Not Hate). Farage confirmed explicitly he meant Muslims. He cited a Henry Jackson Society poll claiming 46% of British Muslims support Hamas — a contested figure disputed by Muslim organisations. Documented by Hope Not Hate and Middle East Eye: https://www.middleeasteye.net/news/nigel-farage-jews-muslims-palestinians-and-israel-his-most-controversial-quotes"
UK::C0161,2024-05-30,Reform UK,United Kingdom,Primary,"We're now spending over 10% of our national cake on the NHS every year… Even regardless of population, we've increased in percentage terms enormously under this government.",health,TV,"https://www.bbc.co.uk/programmes/b006t1q9 (BBC Question Time, 30 May 2024)",,Neither Farage nor Fiona Bruce was necessarily wrong — they were quoting different measures of healthcare spending. Mr Farage's 10–11% figure aligns with UK healthcare spending as a share of GDP (ONS: 11.3% in 2022).,Full Fact,https://fullfact.org/politics/nigel-farage-fiona-bruce-NHS-spending/,2024-05-31,,,,Unknown,fact-checked,,Contextual clarification — verdict is neither clearly false nor clearly correct; both figures were technically valid measures
UK::C0162,2024-05-30,Reform UK,United Kingdom,Primary,[The Conservatives' national service policy] would only apply to one in 36 young people.,other,TV,"https://www.bbc.co.uk/programmes/b006t1q9 (BBC Question Time, 30 May 2024)",,Based on current population estimates it's more like one in 26.,Full Fact,https://fullfact.org/election-2024/defence-claims-roundup/,2024-07-03,,,,Unknown,fact-checked,,Checked as part of defence claims election round-up
UK::C0163,2024-06-03,Reform UK,United Kingdom,Primary,Rishi Sunak welcomed more migrants in just two years than arrived between 1066 and 2010,immigration,X,(Graphic posted on X by @RichardTice — Full Fact: 'A graphic shared on X (formerly Twitter) by Reform UK leader Richard Tice'),,False,Full Fact,https://fullfact.org/immigration/reform-immigration-since-1066/,2024-06-03,,,,No,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim.",Full Fact verdict: False. Between 1855 and 2010 estimated immigration totalled 32.5 million; in the two years referenced immigration was ~2.5 million. Graphic shared on X by Richard Tice (Reform UK leader at the time).
UK::C0164,2024-06-03,Reform UK,United Kingdom,Primary,"I've filmed […] people throwing their iPhones into the sea, throwing their passports into the sea, doing everything they can so we can't track and identify them. Although it's okay, because they get an iPhone, a new one, within 24 hours of arrival.",immigration,rally,"(Reform UK general election event speech, 28 May 2024 — video circulated on social media; no single URL preserved by Full Fact)",,No evidence to support Nigel Farage's claim that small boat arrivals get new iPhones within 24 hours. The Home Office does not generally provide asylum seekers with phones.,Full Fact,https://fullfact.org/politics/nigel-farage-asylum-seekers-smartphones/,2024-06-03,,,,No,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim.",Full Fact requested comment from Reform UK and received no response
UK::C0165,2024-06-03,Reform UK (Tice),United Kingdom,Primary,Rishi Sunak welcomed more migrants in just two years than arrived between 1066 and 2010.,immigration,X (Twitter),(Graphic posted on X by @RichardTice — Full Fact: 'A graphic shared on X by Reform UK leader Richard Tice'),,False — between 1855 and 2010 estimated immigration totalled 32.5 million; in the two referenced years immigration was ~2.5 million,Full Fact,https://fullfact.org/immigration/reform-since-1066/,2024-06-03,,,,No,fact-checked,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.",Full Fact verdict: False. Graphic shared on X; no persistent post URL preserved by Full Fact
UK::C0166,2024-06-03,Reform UK,United Kingdom,Primary,[Asylum seekers] get an iPhone — a new one — within 24 hours of arrival [after throwing their own phones into the sea],immigration,rally,(Reform UK general election event speech 28 May 2024 — video circulated on social media; no single URL preserved by Full Fact),,No evidence to support this. The Home Office does not generally provide asylum seekers with phones,Full Fact,https://fullfact.org/politics/nigel-farage-asylum-seekers-smartphones/,2024-06-03,,,,No,fact-checked,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.",Full Fact requested comment from Reform UK and received no response. Claim attributed to Farage at campaign event
UK::C0167,2024-06-06,Farage,United Kingdom,Primary,"[Rishi Sunak leaving D-Day early showed he] doesn't understand our culture … He is utterly disconnected by class, by privilege from how the ordinary folk in this country feel.",race/elections,press/media (BBC Laura Kuenssberg / campaign),,https://web.archive.org/web/20240610103536/https://www.bbc.co.uk/news/articles/cx005vdgg5yo,,BBC News,https://www.bbc.com/news/articles/cx005vdgg5yo,2024-06-09,,,,,documented-no-formal-check,,"Comments 6-9 June 2024 following Sunak's early departure from D-Day 80th anniversary commemorations. When asked on BBC Sunday With Laura Kuenssberg if he was referencing Sunak's British Asian heritage, Farage deflected. Critics (Sadiq Khan, Lib Dems) accused him of dog-whistle racism. Sunak apologised for leaving early. LEGAL REVIEW NEEDED — named living individual."
UK::C0168,2024-06-07,Farage,United Kingdom,Primary,Most migrants 'are not productive members of society',immigration / migrant productivity,TV – BBC debate,,,Inaccurate / Misleading,Full Fact / Logically Facts,https://www.logicallyfacts.com/en/article/what-are-the-facts-about-immigration-in-the-u.k,2024-06-19,,,,Unknown,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim.",Stated in June 7 BBC all-party debate. Logically Facts notes almost half of non-EU immigration increase is linked to work visas; another 39% to students. | Also: https://fullfact.org/immigration/farage-migrants-productive-society/
UK::C0169,2024-06-08,Farage,United Kingdom,Primary,Most people coming to the UK on visas are dependants,immigration/visas,TV debate (BBC),,,Misleading — roughly a third of all visas issued in year ending March 2024 went to dependants; claim is correct only for work visas (~48%) not all visas,BBC Verify,https://www.bbc.co.uk/news/articles/c255py21x52o,2024-06-08,,,,,fact-checked,,Unknown
UK::C0170,2024-06-08,Reform UK,United Kingdom,Primary,the UK is legally entitled to [pick up small-boat migrants and return them to France],small-boats/law,Press/Campaign,(Reform UK campaign statement — BBC Verify article July 2024),,No evidence — maritime law does not allow transfer to another state without that state's consent; no UK-France agreement exists; Tice claimed to have legal advice but refused to share it with BBC Verify,BBC Verify,https://www.bbc.co.uk/news/articles/cley43870l1o,2024-07-02,,,,Unknown,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim.",Unknown
UK::C0171,2024-06-12,Reform UK,United Kingdom,Primary,There will be 14 million new arrivals to the UK in the next 12 years,immigration / population projections,Social media advert (platform not specified),(Paid Facebook advertisement by Reform UK — Full Fact: 'A Facebook ad from Reform UK claimed 14 million people will arrive in the UK in the next 12 years'),,Inaccurate – ONS figure is 10.35 million arrivals; net migration projection is ~4.5 million,Full Fact / Logically Facts,https://www.logicallyfacts.com/en/article/what-are-the-facts-about-immigration-in-the-u.k,2024-06-19,,,,Unknown,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim.",Reform cited ONS; ONS confirmed to Full Fact the figure is 10.4 million immigrants (not net) over mid-2024 to mid-2036. Net figure ~4.5 million. Original advert URL not archived in source. | Also: https://fullfact.org/immigration/reform-uk-immigration-projections/
UK::C0172,2024-06-13,Farage,United Kingdom,Primary,GDP wealth per capita has fallen for the last six consecutive quarters,economy,TV,,,Misleading,Full Fact,https://fullfact.org/election-2024/cost-of-living-claims-roundup/,2024-07-03,,,,,fact-checked,,Full Fact notes GDP per capita rose in Q1 2024; it had fallen for seven consecutive quarters prior. Claim made during ITV Seven Party Leader Debate and repeated on BBC Breakfast.
UK::C0173,2024-06-13,Farage,United Kingdom,Primary,We have to provide a new home every two minutes in this country just to deal with net migration,immigration,TV,,,Misleading,BBC Verify / Full Fact,https://www.bbc.com/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim.",BBC Verify: requires context and a reliable statistical source. Net migration figure does not straightforwardly translate to one home per two minutes given vacancy rates and household composition. | Also: https://fullfact.org/immigration/farage-house-every-two-minutes/
UK::C0174,2024-06-13,Farage,United Kingdom,Primary,Half of those that've come aren't coming to work they're coming as dependants,immigration,TV,,,Misleading,BBC Verify,https://www.bbc.com/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim.",BBC Verify: Partially correct for work visa holders (~48% dependants) but only ~33% of all visas were dependants in the year ending March 2024; dependants of skilled workers are allowed to work.
UK::C0175,2024-06-13,Farage,United Kingdom,Primary,Any country that has a large postal ballot will always be open to fraud and intimidation and it happens in this country all the time,elections,TV,,,False,BBC Verify,https://www.bbc.com/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,,BBC Verify: Electoral Commission says no evidence of large-scale electoral fraud in last five years. Of 1462 alleged fraud cases 2019-2023 only 11 led to convictions.
UK::C0176,2024-06-13,Farage,United Kingdom,Primary,All I do know is that man produces about 3% of the CO2 produced in the world every year and that it is nuts to call CO2 a poison,climate,TV,,,Misleading,BBC Verify,https://www.bbc.com/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,,BBC Verify: Misleading. NASA scientists say human activity responsible for ~33% of total CO2 in atmosphere. Claim made on BBC Breakfast and Radio 5 Live.
UK::C0177,2024-06-13,Farage,United Kingdom,Primary,You can now go shoplifting and provided you nick less than £200 worth of stuff you won't get prosecuted,crime,TV,,,False,BBC Verify / Full Fact,https://www.bbc.com/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,,BBC Verify: No such prosecutorial threshold exists; people have been prosecuted for stealing less than £200. | Also: https://fullfact.org/crime/shoplifting-200-prosecution-farage/
UK::C0178,2024-06-13,Reform UK,United Kingdom,Primary,"Labour launched their manifesto with their six key priorities, not even mentioning immigration.",other,rally/press conference,"(Reform UK 2024 'contract' launch event — Full Fact: 'Speaking at the contract's launch, Reform UK leader and candidate for the seat of Clacton Nigel Farage said…')",,"The word 'immigration' isn't in Labour's six 'first steps for change', but the third step pledges to 'Launch a Border Security Command'. Labour has also set out five national missions, none related to immigration.",Full Fact,https://fullfact.org/election-2024/reformuk-manifesto/,2024-06-13,,,,Unknown,fact-checked,,Reform UK 2024 manifesto launch event
UK::C0179,2024-06-13,Reform UK,United Kingdom,Primary,We have now seen six consecutive quarters of GDP per head falling.,economy,rally/press conference,"(Reform UK 2024 'contract' launch event, 13 June 2024; also repeated on BBC Breakfast 14 June 2024 and ITV Seven Party Leaders' Debate 13 June 2024)",,"Office for National Statistics figures show that GDP per head rose in the first quarter of 2024, but fell for seven consecutive quarters before that.",Full Fact,https://fullfact.org/election-2024/reformuk-manifesto/,2024-06-13,,,,No,fact-checked,,Claim later repeated on ITV Seven Party Leaders' Debate and BBC Breakfast; fact-checked under both the manifesto round-up and economy round-up
UK::C0180,2024-06-13,Reform UK,United Kingdom,Primary,[There is] record crime.,crime,other,"(Reform UK 2024 'contract' manifesto document, published 17 June 2024)",,"Crimes recorded by the police have increased sharply in recent years, but the ONS says this isn't the best data to understand overall trends. The Crime Survey shows crime peaked in the mid-1990s and has been falling ever since.",Full Fact,https://fullfact.org/election-2024/reformuk-manifesto/,2024-06-13,,,,Unknown,fact-checked,,
UK::C0181,2024-06-13,Reform UK,United Kingdom,Primary,Postal voting has allowed electoral fraud.,elections,other,"(Reform UK 2024 'contract' manifesto document, published 17 June 2024)",,"There is some evidence for this in the past, but according to the Electoral Commission, 'in the past five years, there is no evidence of large-scale electoral fraud'.",462 cases 2019–2023 / Full Fact,https://fullfact.org/election-2024/reformuk-manifesto/,2024-06-13,2024-06-13,,,Unknown,fact-checked,,Also: Full Fact
UK::C0182,2024-06-13,Reform UK,United Kingdom,Primary,[Reform would require police officers to] complete a 2-year probationary period.,other,other,"(Reform UK 2024 'contract' manifesto document, published 17 June 2024)",,"Police officers already have a probation period of at least two years, so it's not clear what would change under the party's proposals.",Full Fact,https://fullfact.org/election-2024/reformuk-manifesto/,2024-06-13,,,,Unknown,fact-checked,,
UK::C0183,2024-06-13,Reform UK,United Kingdom,Primary,[NHS has] record NHS waiting lists.,health,other,"(Reform UK 2024 'contract' manifesto document, published 17 June 2024)",,"This could do with some more context. Waiting lists peaked at 7.77m in Sept 2023, fallen slightly to 7.57m in April — but risen since Sunak pledged to cut them.",Full Fact,https://fullfact.org/election-2024/reformuk-manifesto/,2024-06-13,,,,Unknown,fact-checked,,
UK::C0184,2024-06-14,Farage,United Kingdom,Primary,Labour launched their manifesto with their six key priorities not even mentioning immigration,immigration,TV,,,Misleading,Full Fact,https://fullfact.org/election-2024/reformuk-manifesto/,2024-06-14,,,,,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim.",Full Fact: The word 'immigration' is not in Labour's six steps but third step pledges to 'Launch a Border Security Command'. Claim made at Reform UK 2024 contract launch event.
UK::C0185,2024-06-14,Farage,United Kingdom,Primary,We have now seen six consecutive quarters of GDP per head falling,economy,TV,,,False,Full Fact,https://fullfact.org/election-2024/reformuk-manifesto/,2024-06-14,,,,,fact-checked,,Full Fact: ONS figures show GDP per head rose in Q1 2024; it had fallen for seven consecutive quarters before that. Claim made at Reform UK 2024 contract launch.
UK::C0186,2024-06-14,Reform UK,United Kingdom,Primary,Record crime,crime,press,,,Misleading,Full Fact,https://fullfact.org/election-2024/reformuk-manifesto/,2024-06-14,,,,,fact-checked,,Full Fact: Police-recorded crime has risen but ONS says Crime Survey for England and Wales is better indicator and shows crime peaked in mid-1990s and has been falling. Published in Reform UK 2024 manifesto/contract.
UK::C0187,2024-06-14,Farage,United Kingdom,Primary,"Every two minutes, 2.6 people are coming into the country.",immigration/housing,TV/Radio (BBC Breakfast / Radio 5 Live),,,"Needs context — figure based on net migration of 685,000 in year to Dec 2023 but does not account for vacant homes or average household size",BBC Verify,https://www.bbc.co.uk/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,,Unknown
UK::C0188,2024-06-14,Farage,United Kingdom,Primary,A third of all visas go to dependants.,immigration/visas,TV/Radio (BBC Breakfast / Radio 5 Live),,,Incorrect — approximately 33% of all visas issued went to dependants in year ending March 2024; claim conflated work visa dependant rate (~48%) with all visa categories,BBC Verify,https://www.bbc.co.uk/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,,Unknown
UK::C0189,2024-06-14,Farage,United Kingdom,Primary,Only 3% of CO2 in the atmosphere is due to human activity.,climate-change,TV/Radio (BBC Breakfast / Radio 5 Live),,,"Misleading — NASA scientists said human activity is responsible for approximately 33% of CO2 in the atmosphere, not 3%",BBC Verify / Full Fact,https://www.bbc.co.uk/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,,Unknown | Also: https://fullfact.org/environment/does-human-activity-only-cause-3-of-co2-emissions/
UK::C0190,2024-06-14,Farage,United Kingdom,Primary,"Candidates in Leeds, Burnley and Bradford shouted 'Allahu Akbar' after winning local elections",elections/religion,TV/Radio (BBC Breakfast / Radio 5 Live),,,Partly false — one Green Party candidate (Mothin Ali) made the statement in Leeds; no evidence it happened in Burnley or Bradford,BBC Verify,https://www.bbc.co.uk/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,,Unknown
UK::C0191,2024-06-14,Farage,United Kingdom,Primary,You can shoplift up to £200 without being prosecuted,crime,TV/Radio (BBC Breakfast / Radio 5 Live),,,False — people have been prosecuted for stealing less than £200,BBC Verify,https://www.bbc.co.uk/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,,Unknown
